NN,SOORT,GB,PL,LD,JAE,AE,AEN,NP,PD,PU,LO,TY,RM,RW,AW,WD,WU,ME,GN,GT,GG,CON,SA,NNN1,NNN2,NNN3,NNBI,NNTRI,VERL,exp,coorx,coory,comm,year,gbpl
2000382,pm,C,96,11/04/2000,N,7,1,6,0,6,,1,,,,16/05/2000,14.49,FF,6,,,,PB,,,,,,,,157450,215288,rw=ONGERING,2000,C96
2000383,pm,C,89,11/04/2000,N,6,0,6,0,5,,1,,,,12/05/2000,15.52,FF,5,,,,PB,,,,,,,,157508,215229,,2000,C89
2000384,pm,C,82,12/04/2000,N,8,0,8,0,8,,1,,,,16/05/2000,15.23,FF,8,,,,PB,,2000403,,,,,,157587,215360,,2000,C82
2000385,pm,C,93,13/04/2000,J,9,1,8,0,7,,1,,42V66086,1+,22/05/2000,15.1,JO,7,,,,PB,,,,,,,,157377,215233,,2000,C93
2000386,pm,C,49,13/04/2000,N,9,0,9,0,9,,1,,,,16/05/2000,14.28,FF,9,,,,PB,,,,,,,,157192,215354,rw=ONGERING,2000,C49
2000387,pm,C,45,13/04/2000,J,8,0,8,0,8,,1,,,,12/05/2000,14.54,FF,8,,,,PB,,,,,,,,157066,215279,,2000,C45
2000388,pm,C,27,13/04/2000,N,7,0,7,0,7,,1,,42V66444,1,12/05/2000,15.14,FF,7,,,,PB,,,,,,,,156993,215180,,2000,C27
2000389,pm,C,3,13/04/2000,N,9,2,7,0,6,,1,,34V72613,7,12/05/2000,14.29,FF,6,,,,PB,,,,,,,,157411,215160,,2000,C3
2000390,pm,C,21,16/04/2000,N,9,0,9,0,8,,1,,42V66791,1,22/05/2000,15.11,FF,8,,,,PB,,,,,,,,157136,215311,,2000,C21
2000391,pm,C,19,17/04/2000,N,9,0,9,0,9,,1,,,,22/05/2000,14.55,FF,9,,,,PB,,,,,,,,157153,215200,rw=ONGERING,2000,C19
2000392,pm,C,60,17/04/2000,J,7,0,7,0,7,,1,,,,16/05/2000,15.01,FF,7,,,,PB,,,,,,,,157424,215423,rw=ONGERING,2000,C60
2000393,pm,C,A13,18/04/2000,N,7,0,7,0,6,,1,,,,16/05/2000,14.06,FF,6,,,,PB,,,,,,,,157196,215227,rw=ONGERING,2000,CA13
2000394,pm,C,61,18/04/2000,J,8,0,8,0,8,,1,,,,22/05/2000,14.45,JO,8,,,,PB,,,,,,,,157385,215473,rw=ONGERING,2000,C61
2000395,pm,C,75,18/04/2000,J,8,0,8,0,7,,1,,,,22/05/2000,14.3,JO,7,,,,PB,,,,,,,,157717,215408,rw=METAAL-R,2000,C75
2000396,pm,C,46,19/04/2000,J,7,0,7,0,7,,1,,,,22/05/2000,15.04,FF,7,,,,PB,,,,,,,,157075,215326,,2000,C46
2000397,pm,C,87,21/04/2000,J,8,1,7,0,7,,1,,37V73694,5,22/05/2000,14.15,JO,7,,,,PB,,,,,,,,157512,215290,,2000,C87
2000398,pm,C,76,21/04/2000,N,8,2,6,0,6,,1,,,,16/05/2000,15.16,FF,6,,,,PB,,,,,,,,157688,215374,rw=ONGERING,2000,C76
2000399,pm,C,71,24/04/2000,N,11,1,10,10,0,,1,,36V81099,6,,,,,,,,PB,,2000404,,,,PZ,,157601,215434,"PULLI DOOD 2 D,VERDWENEN",2000,C71
2000400,pm,C,16,5/05/2000,N,5,2,3,0,3,,2,,,,31/05/2000,14.08,FF,3,,,,PB,2000372,,,,,,,157058,215135,2E BROEDSEL C 16,2000,C16
2000401,pm,C,6,10/05/2000,N,7,1,6,0,5,,2,,,,8/06/2000,14.45,FF,5,,,,PB,2000369,,,,,,,157311,215164,rw=ONGERING; 2E BROEDSEL C 6,2000,C6
2000402,pm,C,58,11/05/2000,J,5,0,5,0,4,,2,,,,8/06/2000,15.22,FF,4,,,,PB,2000373,,,,,,,157373,215338,2E BROEDSEL C 58,2000,C58
2000403,pm,C,82,20/05/2000,N,7,3,4,0,2,,2,,,,19/06/2000,11.32,FF,2,,,,PB,2000384,,,,,,,157587,215360,rw=ONGERING; 2E BROEDSEL C 82,2000,C82
2000404,pm,C,67,26/05/2000,J,5,5,0,0,0,,4,,36V81099,6,,,,,,,,PB,2000399,,,,,B,,157615,215462,"EI BEBROED,VERVOLG C 71",2000,C67
2000405,pm,DN,6,7/04/2000,J,10,0,10,0,10,,1,40V96200,39V35637,2,12/05/2000,14.3,TC,10,16.911,17.39,1.028324759,FR,,2000408,,,,,,159593,203439,,2000,DN6
2000406,pm,DN,9,10/04/2000,N,10,2,8,0,8,6,1,41V87900,41V87899,1,23/05/2000,15.45,FF,8,18.0125,16.8625,0.936155448,FR,,,,,,,,159563,203548,,2000,DN9
2000407,pm,DN,3,18/04/2000,J,12,0,12,0,7,,1,39V35397,,,26/05/2000,13,TC,7,16.91142857,16.07142857,0.950329448,FR,,,,,,,,159615,203344,rw=ONGERING,2000,DN3
2000408,pm,DN,7,18/05/2000,N,7,0,7,0,6,,2,40V96200,39V35637,2,23/06/2000,12.22,TC,6,16.73166667,15.65,0.935352127,FR,2000405,,,,,,,159581,203466,2E BROEDSEL DN 6,2000,DN7
2000409,pm,EB,21,29/03/2000,N,11,0,11,0,5,5,1,,41V87801,2+,9/05/2000,15.3,TC,5,16.252,16.38,1.007875954,FR,,,,,,,,159901.754,200630.098,,2000,EB21
2000410,pm,EB,1,2/04/2000,J,8,0,8,0,7,3,1,40V07658,41V87802,2+,11/05/2000,9.2,JO,7,17.71857143,16.07142857,0.90703862,FR,,,,,,,,159758.2,200643.234,,2000,EB1
2000411,pm,EB,13,4/04/2000,J,7,0,7,7,0,,1,41V87427,,,,,,,,,,FR,,,,,,P,,159775.18,200588.951,PULLI DOOD 12 DAGEN,2000,EB13
2000412,pm,EB,7,5/04/2000,N,8,0,8,0,8,,1,41V87429,41V87428,1,12/05/2000,8.45,TC,8,16.69375,15.475,0.926993635,FR,,,,,,,,159713.599,200572.844,,2000,EB7
2000414,pm,EB,23,8/04/2000,J,9,0,9,0,8,,1,41V87439,41V87438,1,14/05/2000,11.3,TC,8,,18.05,,FR,,,,,,,,159913.013,200679.826,,2000,EB23
2000415,pm,EB,3,12/04/2000,J,9,0,9,0,9,,1,41V87832,41V87822,1,17/05/2000,15.3,JO,9,17.28111111,15.98888889,0.92522343,FR,,,,,,,,159729.23,200600.617,,2000,EB3
2000416,pm,EB,9,14/04/2000,J,8,0,8,0,8,,1,38V87341,41V87336,1,19/05/2000,9.3,EM,8,17.6525,16.4,0.929046877,FR,,,,,,,,159761.953,200525.013,,2000,EB9
2000417,pm,EB,25,16/04/2000,J,9,2,7,4,0,,1,40V96854,39V35411,2,,,,,,,,FR,,2000418,,,,P,,159890.495,200712.665,PULLI DOOD 10 DAGEN,2000,EB25
2000418,pm,EB,24,23/05/2000,N,9,6,3,1,0,,4,,39V35411,2,,,,,,,,FR,2000417,,,,,P,,159888.618,200677.949,"P DOOD 14D,VERVOLG EB 25",2000,EB24
2000446,pm,HM,6,7/04/2000,J,8,8,0,0,0,4,1,,37V73186,4,,,,,,,,FR,,,,,,B,,159817,202713,EI BEBROED,2000,HM6
2000447,pm,HM,5,8/04/2000,J,10,0,10,0,10,1,1,39V35445,39V37580,2,15/05/2000,13,DD,10,17.777,17.69,0.995106036,FR,,,,,,,,159869,202729,,2000,HM5
2000449,pm,HN,3,7/04/2000,N,11,0,11,0,11,1,1,39V36893,39V98487,2,15/05/2000,12.15,DD,11,17.37545455,16.13636364,0.928687281,FR,,,,,,,,159743,202873,,2000,HN3
2000450,pm,HN,1,9/04/2000,N,7,0,7,0,5,4,1,39V37257,40V07617,1,14/05/2000,14.1,DD,5,17.308,18.56,1.072336492,FR,,,,,,,,159762,202812,,2000,HN1
2000451,pm,HN,17,9/04/2000,N,12,0,12,0,10,1,1,,39V37581,2,17/05/2000,13.35,DD,10,16.324,14.27,0.874172997,FR,,,,,,,,159872,202868,,2000,HN17
2000452,pm,HN,13,9/04/2000,N,11,0,11,0,7,2,1,40V96926,40V97399,1,14/05/2000,15,DD,7,17.28714286,16.31428571,0.943723659,FR,,,,,,,,159739,202800,,2000,HN13
2000453,pm,HN,10,13/04/2000,N,9,0,9,0,9,,1,40V97337,39V37568,2,20/05/2000,14,DD,9,17.87,17.71111111,0.991108624,FR,,,,,,,,159673,202784,,2000,HN10
2000454,pm,HN,11,16/04/2000,J,10,0,10,0,10,,1,38V92374,39V37590,1,22/05/2000,14.4,DD,10,16.956,16.27,0.959542345,FR,,,,,,,,159702,202795,,2000,HN11
2000455,pm,HN,20,16/04/2000,N,9,0,9,0,9,,1,39V35318,39V35330,3,22/05/2000,14.15,TC,9,17.65666667,17.23333333,0.976024165,FR,,,,,,,,159862,202979,,2000,HN20
2000456,pm,HN,21,17/04/2000,N,9,0,9,0,9,1,1,41V88228,39V37299,1,22/05/2000,14.45,TC,9,16.66888889,17.06666667,1.023863485,FR,,,,,,,,159813,202963,,2000,HN21
2000457,pm,K,114,12/04/2000,N,9,0,9,0,8,1,1,39V37136,41V88231,1,17/05/2000,11.19,FF,8,,18.5,,PB,,2000491,,,,,,,,,2000,K114
2000458,pm,K,2,12/04/2000,J,5,0,5,0,5,,1,39V35266,39V34363,3,20/05/2000,14.38,FF,5,,17.8,,PB,,,,,,,,158192,218101,,2000,K2
2000459,pm,K,121,13/04/2000,J,9,0,9,0,9,,1,,42V66504,1,19/05/2000,11.53,FF,9,,17.44,,PB,,,,,,,,,,,2000,K121
2000460,pm,K,122,13/04/2000,J,9,1,8,1,7,,1,42V66596,40V96048,2,20/05/2000,15.02,FF,8,,17.38,,PB,,,,,,,,,,,2000,K122
2000461,pm,K,106,14/04/2000,J,8,0,8,0,8,,1,41V88300,42V66413,1,19/05/2000,12.06,FF,8,,17.5,,PB,,2000492,,,,,,,,,2000,K106
2000462,pm,K,96,14/04/2000,J,7,1,6,0,6,,1,,37V73758,4,16/05/2000,11.46,FF,6,,17.83,,PB,,2000490,,,,,,,,,2000,K96
2000463,pm,K,117,15/04/2000,N,9,1,8,0,8,,1,,42V66595,1,21/05/2000,10.5,FF,8,,15.88,,PB,,,,,,,,,,1 EI TEVEEL,2000,K117
2000464,pm,K,25,18/04/2000,J,5,0,5,0,4,,1,39V37132,42V66507,1,20/05/2000,15.25,FF,4,,18.5,,PB,,,,,,,,,,,2000,K25
2000465,pm,K,46,19/04/2000,N,9,0,9,0,8,,1,40V96497,39V35219,2,25/05/2000,9.3,FF,8,,17.88,,PB,,,,,,,,,,,2000,K46
2000466,pm,K,48,19/04/2000,J,8,0,8,0,5,,1,39V37199,39V36705,1,25/05/2000,9.19,FF,5,,18.2,,PB,,,,,,,,,,,2000,K48
2000467,pm,K,47,19/04/2000,J,9,0,9,0,9,,1,39V35288,42V66057,1,24/05/2000,12.46,FF,9,,17.56,,PB,,,,,,,,,,,2000,K47
2000469,pm,K,62,20/04/2000,N,8,0,8,0,8,,1,39V34954,40V96428,2,23/05/2000,9.38,FF,8,,17.75,,PB,,,,,,,,,,,2000,K62
2000470,pm,K,20,21/04/2000,N,8,0,8,0,7,,1,41V87526,40V97100,1,25/05/2000,10,FF,7,,17.43,,PB,,,,,,,,,,,2000,K20
2000475,pm,K,108,21/04/2000,J,9,0,9,0,8,,1,,39V35020,3,25/05/2000,11.37,FF,8,,17,,PB,,,,,,,,,,,2000,K108
2000476,pm,K,110,22/04/2000,J,11,1,10,0,7,,1,,40V97244,2,30/05/2000,10.24,FF,7,,13.71,,PB,,,,,,,,,,,2000,K110
2000477,pm,K,65,22/04/2000,N,9,0,9,0,9,,1,40V97112,42V66060,1,26/05/2000,11.59,FF,9,,18.22,,PB,,,,,,,,,,,2000,K65
2000478,pm,K,27,22/04/2000,J,10,0,10,0,10,,1,,41V88219,1,26/05/2000,11.3,FF,10,,18,,PB,,,,,,,,,,,2000,K27
2000479,pm,K,104,22/04/2000,N,9,0,9,0,7,,1,,38V92198,3,25/05/2000,11.28,FF,7,,17.86,,PB,,,,,,,,,,,2000,K104
2000480,pm,K,88,23/04/2000,J,8,1,7,0,7,,1,40V96438,42V66063,1,27/05/2000,9.06,FF,7,,18,,PB,,,,,,,,,,,2000,K88
2000481,pm,K,61,23/04/2000,J,9,1,8,0,7,,1,42V66059,42V66061,2+,26/05/2000,14.12,FF,7,,17.71,,PB,,,,,,,,,,,2000,K61
2000482,pm,K,55,24/04/2000,N,11,0,11,0,9,,1,36V81252,40V97067,2,27/05/2000,11.35,FF,9,,17.78,,PB,,,,,,,,,,,2000,K55
2000483,pm,K,38,24/04/2000,N,10,0,10,0,10,,1,,39V35215,2,30/05/2000,11.26,FF,10,,15.8,,PB,,,,,,,,,,,2000,K38
2000484,pm,K,19,24/04/2000,N,8,0,8,0,8,,1,38V92507,41V87606,1,26/05/2000,11.19,FF,8,,16.63,,PB,,,,,,,,,,,2000,K19
2000486,pm,K,51,26/04/2000,N,9,0,9,0,6,,1,42V66096,39V35507,3,31/05/2000,16.08,FF,6,,18.33,,PB,,,,,,,,,,,2000,K51
2000487,pm,K,4,26/04/2000,J,8,0,8,0,8,,1,42V66098,41V87524,1,29/05/2000,11.3,FF,8,,17,,PB,,,,,,,,158142,218098,,2000,K4
2000488,pm,K,63,26/04/2000,N,10,0,10,1,6,,1,42V66097,,,30/05/2000,9.28,FF,7,,14,,PB,,,,,,,,,,,2000,K63
2000489,pm,K,8,13/05/2000,J,0,0,0,0,0,,0,,41V88230,1,,,,,,,,PB,,,,,,,,158046,218040,BROEDEND OP 0 EI,2000,K8
2000490,pm,K,94,14/05/2000,N,8,0,8,1,4,,2,,37V73758,4,16/06/2000,9.02,FF,5,,14.6,,PB,2000462,,,,,,,,,2E BROEDSEL K 96,2000,K94
2000492,pm,K,101,27/05/2000,J,5,0,5,0,4,,2,41V88300,42V66413,1,27/06/2000,8.48,FF,4,,17.25,,PB,2000461,,,,,,,,,2E BROEDSEL K 106,2000,K101
2000493,pm,K,33,29/05/2000,J,0,0,0,0,0,,0,,40V96069,2,,,,,,,,PB,,,,,,,,,,BROEDEND OP 0 EI,2000,K33
2000494,pm,K,70,30/05/2000,J,0,0,0,0,0,,0,,25V57198,3,,,,,,,,PB,,,,,,,,,,BROEDEND OP 0 EI,2000,K70
2000495,pm,K,30,6/06/2000,J,0,0,0,0,0,,0,,38V92509,4,,,,,,,,PB,,,,,,,,,,BROEDEND OP 0 EI,2000,K30
2000496,pm,KB,21,3/04/2000,J,8,0,8,0,6,1,1,39V37390,39V17234,3,11/05/2000,9.35,DD,6,17.60666667,16,0.908746687,FR,,2000526,,,,,,160352,202534,,2000,KB21
2000497,pm,KB,82,4/04/2000,N,15,1,14,0,14,,1,38V92646,39V76722,2,23/05/2000,15.5,JO,14,17.42357143,15.75714286,0.904357808,FR,,,,,,,,160524,202399,,2000,KB82
2000498,pm,KB,A15,6/04/2000,J,8,0,8,0,8,,1,40V07584,39V37340,1,12/05/2000,12.5,JO,8,17.09875,17.225,1.007383581,FR,,2000527,,,,,,160584,202564,,2000,KBA15
2000499,pm,KB,A13,7/04/2000,J,9,0,9,0,8,3,1,40V07522,41V87804,1,14/05/2000,10.5,DD,8,17.96125,17.6125,0.9805832,FR,,,,,,,,160623,202604,,2000,KBA13
2000500,pm,KB,A23,7/04/2000,J,6,0,6,0,6,,1,39V37274,39V35377,2,11/05/2000,8.5,DD,6,17.91833333,17.95,1.001767277,FR,,,,,,,,160599,202466,,2000,KBA23
2000501,pm,KB,A07,7/04/2000,J,9,0,9,0,7,,1,39V37280,40V96956,1,16/05/2000,10.05,JO,7,17.49,16.41428571,0.938495467,FR,,,,,,,,160518,202600,,2000,KBA07
2000502,pm,KB,48,7/04/2000,J,8,0,8,0,8,4,1,39V37502,40V97770,1,15/05/2000,10.5,DD,8,17.315,17.925,1.03522957,FR,,,,,,,,160562,202622,,2000,KB48
2000503,pm,KB,88,8/04/2000,N,12,1,11,0,11,,1,39V98494,38V92485,4,18/05/2000,9.4,DD,11,17.58909091,15.89090909,0.903452553,FR,,,,,,,,160622,202422,,2000,KB88
2000504,pm,KB,91,8/04/2000,J,9,0,9,0,8,2,1,41V87805,39V37272,1,16/05/2000,11.1,JO,8,17.305,15.425,0.891360878,FR,,,,,,,,160694,202498,,2000,KB91
2000505,pm,KB,84,9/04/2000,J,9,0,9,0,9,,1,37V73147,39V98509,2,13/05/2000,12,TC,9,17.34333333,16.23333333,0.935998462,FR,,,,,,,,160562,202400,,2000,KB84
2000506,pm,KB,18,9/04/2000,J,11,0,11,0,10,,1,39V98512,39V98495,2,17/05/2000,11.2,DD,10,17.776,17.23,0.969284428,FR,,,,,,,,160347,202617,,2000,KB18
2000507,pm,KB,10,9/04/2000,N,13,0,13,0,11,1,1,41V87806,40V97619,1,17/05/2000,10.45,DD,11,17.33818182,15.56363636,0.897651007,FR,,,,,,,,160502,202703,,2000,KB10
2000508,pm,KB,52,11/04/2000,N,7,0,7,0,7,1,1,39V33248,38V72226,3,16/05/2000,9.15,JO,7,17.50857143,16.1,0.919549608,FR,,,,,,,,160474,202544,,2000,KB52
2000509,pm,KB,37,13/04/2000,J,9,0,9,0,8,,1,39V35342,41V87405,1,19/05/2000,9.3,TC,8,16.72875,15.2,0.908615408,FR,,,,,,,,160402,202586,,2000,KB37
2000510,pm,KB,A31,13/04/2000,N,8,0,8,0,8,,1,39V42116,37V6592,5,17/05/2000,9.5,DD,8,17.38125,17.1625,0.987414599,FR,,,,,,,,160574,202376,,2000,KBA31
2000511,pm,KB,46,13/04/2000,J,7,0,7,0,6,,1,40V07509,39V98784,1,15/05/2000,10.25,DD,6,17.465,17.13333333,0.981009638,FR,,,,,,,,160594,202653,,2000,KB46
2000512,pm,KB,63,13/04/2000,J,9,0,9,9,0,,1,,41V42894,1+,,,,,,,,FR,,2000525,,,,P,,160733,202504,PULLI DOOD 3-4 DAGEN,2000,KB63
2000513,pm,KB,58,14/04/2000,N,11,0,11,0,7,,1,,38V81624,4,19/05/2000,10.3,TC,7,17.30142857,16.18571429,0.93551317,FR,,,,,,,,160586,202489,,2000,KB58
2000514,pm,KB,78,15/04/2000,N,7,0,7,0,4,,1,,40V07701,1,16/05/2000,12.25,JO,4,17.875,17.2,0.962237762,FR,,,,,,,,160445,202378,,2000,KB78
2000515,pm,KB,85,17/04/2000,J,9,0,9,0,9,,1,37V72722,38V72225,3,21/05/2000,11.35,TC,9,17.79555556,16.15555556,0.907842158,FR,,,,,,,,160574,202404,,2000,KB85
2000516,pm,KB,4,17/04/2000,N,9,0,9,0,8,,1,39V35375,41V87529,1,22/05/2000,9.15,TC,8,17.28125,15.4125,0.891862568,FR,,,,,,,,160593,202681,,2000,KB4
2000517,pm,KB,A21,18/04/2000,N,11,0,11,0,9,,1,41V87648,39V98400,2,22/05/2000,9.45,TC,9,17.55111111,15.77777778,0.898961762,FR,,,,,,,,160606,202512,,2000,KBA21
2000518,pm,KB,68,18/04/2000,J,10,0,10,0,10,,1,4488536,37V73096,4,23/05/2000,15.05,JO,10,17.456,16.55,0.948098075,FR,,,,,,,,160654,202598,,2000,KB68
2000519,pm,KB,A18,18/04/2000,N,10,6,4,0,3,1,1,42V66172,41V88233,1,24/05/2000,15,TC,3,16.17,17.3,1.069882498,FR,,,,,,,,160668,202567,,2000,KBA18
2000520,pm,KB,74,21/04/2000,J,9,0,9,0,9,,1,40V97391,40V96942,1,24/05/2000,16,TC,9,16.84111111,14.9,0.884739724,FR,,,,,,,,160528,202468,,2000,KB74
2000521,pm,KB,6,22/04/2000,N,10,0,10,0,10,,1,39V37101,40V97949,2,26/05/2000,13.5,TC,10,17.127,16.82,0.982075086,FR,,,,,,,,160550,202715,,2000,KB6
2000522,pm,KB,A03,24/04/2000,J,9,0,9,2,6,,1,42V67801,41V88232,1,27/05/2000,14.3,TC,6,17.17333333,16.1,0.9375,FR,,,,,,,,160557,202686,,2000,KBA03
2000524,pm,KB,14,13/05/2000,J,6,0,6,2,2,,2,39V37583,39V98501,2,16/06/2000,15.22,FF,2,16.75,13.15,0.785074627,FR,2000543,,,,,,,160378,202685,2E BROEDSEL LH 4,2000,KB14
2000525,pm,KB,A24,14/05/2000,J,8,0,8,7,0,,4,,41V42894,1+,8/06/2000,,,,,,,FR,2000512,,,,,P,,160714,202515,"P DOOD 12D,VERVOLG KB 63",2000,KBA24
2000526,pm,KB,22,15/05/2000,J,6,0,6,2,0,,2,,39V17234,3,,,,,,,,FR,2000496,,,,,P,,160353,202517,"P DOOD 3D,2E BROED KB 21",2000,KB22
2000527,pm,KB,A17,16/05/2000,J,6,0,6,4,0,,2,,39V37340,1,8/06/2000,,,,,,,FR,2000498,,,,,P,,160546,202539,"P DOOD 4D,2EBROED KB A15",2000,KBA17
2000531,pm,KL,6,12/04/2000,J,10,10,0,0,0,,1,,40V97812,1,,,,,,,,FR,,2000533,,,,B,,161072,201674,EI BEBROED,2000,KL6
2000533,pm,KL,12,4/05/2000,J,11,11,0,0,0,,3,,40V97812,1,,,,,,,,FR,2000531,,,,,B,,161127,201697,"EI BEBROED,VERVOLG KL 6",2000,KL12
2000534,pm,KL,7,6/05/2000,J,8,0,8,0,7,,3,39V35617,39V37250,1,8/06/2000,11.27,FF,7,17.42714286,15.48571429,0.888597426,FR,2000532,,,,,,,161054,201681,VERVOLGLEGSEL KL 4,2000,KL7
2000536,pm,LC,7,11/04/2000,J,10,0,10,0,10,,1,39V35450,37V73360,4,15/05/2000,15,DD,10,17.871,17.73,0.992110123,TF,,,,,,,,160663,201343,,2000,LC7
2000537,pm,LC,6,11/04/2000,J,6,0,6,0,6,,1,40V97305,41V87443,1,13/05/2000,15.5,JO,6,18.06,18.11666667,1.003137689,TF,,,,,,,,160625,201349,,2000,LC6
2000538,pm,LC,2,13/04/2000,J,9,0,9,9,0,,1,41V87463,40V07640,1,,,,,,,,TF,,2000540,,,,P,,160607,201442,PULLI DOOD 10 DAGEN,2000,LC2
2000539,pm,LC,4,15/04/2000,J,9,0,9,0,8,,1,39V34006,39V35453,1,20/05/2000,9.5,DD,8,17.365,18.5125,1.066081198,TF,,,,,,,,160611,201403,,2000,LC4
2000540,pm,LC,5,14/05/2000,J,7,1,6,0,6,,4,41V87463,40V07640,1,17/06/2000,13.55,FF,6,17.30666667,16.71666667,0.965909091,TF,2000538,,,,,,,160645,201396,VERVOLGLEGSEL LC 2,2000,LC5
2000541,pm,LH,14,4/04/2000,N,10,0,10,0,8,,1,40V07627,41V87425,1,10/05/2000,12.35,JO,8,17.515,16.0625,0.917071082,TF,,,,,,,,159908,202526,,2000,LH14
2000542,pm,LH,10,6/04/2000,J,7,0,7,0,7,,1,40V97620,40V07413,1,13/05/2000,15.2,JO,7,16.87285714,16.85714286,0.999068665,TF,,,,,,,,160041,202510,,2000,LH10
2000543,pm,LH,4,8/04/2000,N,11,0,11,0,9,,1,39V37583,39V98501,2,13/05/2000,12.55,TC,9,17.23111111,15.78888889,0.916301264,TF,,2000524,,,,,,160294,202657,,2000,LH4
2000544,pm,LH,9,10/04/2000,J,7,0,7,0,6,2,1,40V97984,25V56346,5,19/05/2000,12.4,TC,6,17.41,16.98333333,0.975493012,TF,,,,,,,,159962,202593,,2000,LH9
2000545,pm,LH,13,10/04/2000,J,7,1,6,4,2,,1,41V87445,41V88269,1,15/05/2000,13.4,DD,2,17.33,17.25,0.995383728,TF,,,,,,,,159928,202558,,2000,LH13
2000546,pm,LH,1,11/04/2000,N,9,0,9,0,8,,1,39V37305,41V87833,1,17/05/2000,12,DD,8,17.48625,17.9,1.023661448,TF,,,,,,,,160282,202576,,2000,LH1
2000547,pm,LH,7,12/04/2000,J,7,0,7,0,6,,1,,41V88268,1,12/05/2000,16,TC,6,17.36,17.51666667,1.009024578,TF,,,,,,,,160079,202601,rm=ONGERING,2000,LH7
2000548,pm,LH,12,12/04/2000,J,10,0,10,0,9,,1,41V87444,40V97372,1,16/05/2000,13.55,JO,9,16.92555556,16.8,0.992581895,TF,,,,,,,,159981,202551,3 EI TEVEEL,2000,LH12
2000549,pm,LH,3,13/04/2000,N,7,1,6,0,5,,1,,41V87326,1,19/05/2000,14,TC,5,17.52,16.96,0.97,TF,,,,,,,,160306,202626,+1 PUL PC,2000,LH3
2000550,pm,LH,5,17/04/2000,J,9,0,9,0,9,,1,41V87835,39V37372,1,21/05/2000,10.15,TC,9,17.21666667,16.48888889,0.957728299,TF,,,,,,,,160127,202571,,2000,LH5
2000551,pm,LO,45,2/04/2000,J,11,0,11,0,11,,1,39V37318,41V87803,1,15/05/2000,15,JO,11,16.90545455,15.6,0.922779092,FR,,,,,,,,160717,201509,,2000,LO45
2000552,pm,LO,40,4/04/2000,J,9,0,9,0,9,,1,37V73414,39V76496,2,11/05/2000,11.15,TC,9,17.79777778,16.57777778,0.931452116,FR,,,,,,,,160672,201578,,2000,LO40
2000554,pm,LO,55,8/04/2000,N,10,0,10,0,9,,1,40V96225,38V87367,3,15/05/2000,15.3,DD,9,18.51555556,18.05555556,0.975156025,FR,,,,,,,,160746,201369,,2000,LO55
2000555,pm,LO,49,9/04/2000,J,9,0,9,0,8,,1,41V87533,39V35639,2,15/05/2000,15.4,JO,8,17.72625,17.1625,0.968196883,FR,,,,,,,,160780,201413,,2000,LO49
2000557,pm,LO,62,10/04/2000,J,8,0,8,0,8,,1,40V07572,41V87462,1,14/05/2000,9.3,JO,8,17.4925,15.8625,0.906817207,FR,,,,,,,,160796,201778,,2000,LO62
2000558,pm,LO,A11,11/04/2000,J,7,0,7,0,7,,1,,41V87535,1,17/05/2000,10,TC,7,16.80714286,14.11428571,0.839779006,FR,,,,,,,,160799,201730,,2000,LOA11
2000559,pm,LO,35,12/04/2000,J,9,0,9,0,9,,1,41V87441,41V87442,1,17/05/2000,10.35,TC,9,17.20555556,15.07777778,0.876331934,FR,,,,,,,,160774,201638,,2000,LO35
2000560,pm,LO,34,12/04/2000,J,10,0,10,5,0,3,1,41V87403,41V87536,1,,,,,,,,FR,,,,,,P,,160801,201648,PULLI DOOD 12-14 DAGEN,2000,LO34
2000561,pm,LO,48,13/04/2000,J,10,0,10,0,10,,1,41V87404,41V87537,1,19/05/2000,11.55,EM,10,17.549,16.89,0.962448003,FR,,,,,,,,160765,201435,,2000,LO48
2000562,pm,LO,33,13/04/2000,J,10,0,10,0,10,,1,40V97706,41V87857,1,21/05/2000,12.3,TC,10,,16.67,,FR,,,,,,,,160772,201676,,2000,LO33
2000563,pm,LO,11,14/04/2000,J,8,0,8,0,6,,1,39V35641,41V87858,1,19/05/2000,11.1,EM,6,17.89,17.56,0.981553941,FR,,,,,,,,160796,201521,,2000,LO11
2000564,pm,LO,A04,16/04/2000,N,8,0,8,0,7,,1,37V73431,41V87859,1,22/05/2000,15.45,DD,7,16.67428571,16.64285714,0.998115147,FR,,,,,,,,160817,201576,,2000,LOA04
2000565,pm,LO,17,16/04/2000,N,11,0,11,0,10,,1,40V97831,39V42108,2,24/05/2000,14.15,TC,10,17.47,17.05,0.975958786,FR,,,,,,,,160783,201578,,2000,LO17
2000566,pm,LO,7,20/04/2000,N,10,0,10,0,9,,1,39V37633,41V87401,1,25/05/2000,12,TC,9,16.49444444,15.85555556,0.96126642,FR,,,,,,,,160879,201585,,2000,LO7
2000567,pm,LO,A06,22/04/2000,J,8,0,8,0,7,,1,,41V88229,1,25/05/2000,10.5,TC,7,17.28285714,16.24285714,0.939824764,FR,,,,,,,,160859,201689,,2000,LOA06
2000568,pm,LO,42,22/04/2000,N,9,0,9,0,3,,1,,39V35699,2,1/06/2000,14.48,FF,3,18.02666667,17.76666667,0.985576923,FR,,,,,,,,160706,201529,,2000,LO42
2000569,pm,LO,4,23/04/2000,J,8,5,3,0,3,,1,40V97899,40V96239,2,27/05/2000,13.15,TC,3,17.06333333,17.6,1.031451455,FR,,,,,,,,160931,201625,,2000,LO4
