NN,SOORT,GB,PL,LD,JAE,AE,AEN,NP,PD,PU,LO,TY,RM,RW,AW,WD,WU,ME,GN,GT,GG,CON,SA,NNN1,NNN2,NNN3,NNBI,NNTRI,VERL,exp,coorx,coory,comm,year,gbpl
2000570,pm,LO,30,24/04/2000,N,9,0,9,0,8,,1,38V92402,31V28239,2,26/05/2000,11.2,TC,8,17.75125,16.5,0.929512006,FR,,,,,,,,160823,201702,,2000,LO30
2000571,pm,LS,6,5/04/2000,J,9,0,9,0,6,,1,39V37231,36V82403,6,12/05/2000,17.12,TC,6,,19,,FR,,2000574,,,,,,161396,204630,,2000,LS6
2000572,pm,LS,1,7/04/2000,J,8,0,8,0,8,,1,39V37435,39V37700,2,16/05/2000,10.4,EM,8,17.8725,16.7375,0.936494615,FR,,,,,,,,161398,204574,,2000,LS1
2000573,pm,LS,4,11/04/2000,N,9,0,9,0,7,,1,40V96259,40V97900,2,18/05/2000,12.1,TC,7,16.91285714,15.22857143,0.900413886,FR,,,,,,,,161426,204632,,2000,LS4
2000574,pm,LS,6,16/05/2000,N,9,0,9,0,3,,2,,36V82403,6,20/06/2000,11.27,FF,3,16.98,15.4,0.906949352,FR,2000571,,,,,,,161396,204630,2E BROEDSEL LS 6,2000,LS6
2000615,pm,LW,3,6/04/2000,N,12,0,12,2,7,,1,40V97306,37V6209,5,15/05/2000,14.05,TC,9,,14.18,,FR,,,,,,,,160291,201328,,2000,LW3
2000616,pm,LW,8,9/04/2000,J,6,0,6,0,5,,1,39V98383,41V87532,1,14/05/2000,10.55,TC,5,16.922,14.86,0.878146791,FR,,,,,,,,160411,201407,,2000,LW8
2000617,pm,LW,10,12/04/2000,J,6,0,6,0,6,,1,36V81952,36V82407,6,17/05/2000,15.05,TC,6,17.21,16.43333333,0.954871199,FR,,,,,,,,160357,201406,,2000,LW10
2000618,pm,LW,6,12/04/2000,J,7,0,7,0,7,,1,41V87440,41V87459,1,16/05/2000,14.3,JO,7,16.78857143,16.32857143,0.972600408,FR,,,,,,,,160353,201374,,2000,LW6
2000619,pm,LW,1,14/05/2000,J,8,0,8,2,2,,9,,41V88226,1,19/06/2000,14.4,FF,2,16.66,11.05,0.663265306,FR,,,,,,,,160259,201302,EXTRA PAAR,2000,LW1
2000627,pm,MP,13,9/04/2000,J,9,0,9,0,9,,1,41V88291,41V88290,1,15/05/2000,12.07,FF,9,,17.56,,PB,,2000634,,,,,,,,,2000,MP13
2000628,pm,MP,4,10/04/2000,J,6,3,3,0,3,,1,,41V88292,2+,15/05/2000,12.17,FF,3,,18.33,,PB,,2000635,,,,,,,,,2000,MP4
2000629,pm,MP,1,15/04/2000,J,7,0,7,0,6,,1,,,,19/05/2000,14.15,FF,6,,17,,PB,,,,,,,,,,,2000,MP1
2000630,pm,MP,11,15/04/2000,J,6,0,6,0,6,,1,,42V66516,2+,18/05/2000,14.25,FF,6,,17,,PB,,,,,,,,,,,2000,MP11
2000631,pm,MP,17,20/04/2000,J,11,0,11,0,11,,1,42V66683,42V66684,1,24/05/2000,11.08,FF,11,,16.45,,PB,,,,,,,,,,,2000,MP17
2000632,pm,MP,19,20/04/2000,N,10,0,10,0,9,,1,42V66628,40V96420,1,22/05/2000,11.21,FF,9,,16.67,,PB,,,,,,,,,,,2000,MP19
2000633,pm,MP,6,22/04/2000,J,10,0,10,0,9,,1,42V66750,42V66749,1,26/05/2000,12.14,FF,9,,16.22,,PB,,,,,,,,,,,2000,MP6
2000634,pm,MP,13,14/05/2000,N,8,0,8,0,4,,2,41V88291,41V88290,1,18/06/2000,11.27,FF,4,,18.5,,PB,2000627,,,,,,,,,2E BROEDSEL MP 13,2000,MP13
2000642,pm,RO,21,29/03/2000,N,10,0,10,0,10,,1,39V34494,39V34495,3,8/05/2000,14.55,FF,10,17.955,17.29,0.962962963,FR,,2000656,,,,,,159441,202466,,2000,RO21
2000643,pm,RO,28,6/04/2000,J,6,0,6,0,5,,1,,39V37597,1,11/05/2000,13.1,TC,5,17.004,16.7,0.982121854,FR,,,,,,,,159340,202374,rm=ONGERING,2000,RO28
2000645,pm,RO,4,10/04/2000,N,4,0,4,0,4,,1,39V37246,40V07287,3+,15/05/2000,12.05,TC,3,17.14,15.63333333,0.912096461,FR,,,,,,,,159109,202601,1 PULLUS ONTSNAPT ONGERI,2000,RO4
2000647,pm,RO,24,11/04/2000,N,9,0,9,0,9,,1,41V87460,41V87461,1,17/05/2000,16.5,DD,9,17.22111111,16.83333333,0.977482418,FR,,,,,,,,159365,202438,,2000,RO24
2000650,pm,RO,13,13/04/2000,J,10,0,10,0,9,,1,39V76376,39V34492,4+,19/05/2000,14.55,TC,9,17.18777778,16.22222222,0.94382313,FR,,,,,,,,159374,202555,,2000,RO13
2000651,pm,RO,16,14/04/2000,J,10,0,10,0,9,,1,41V87338,41V87337,1,22/05/2000,12.5,TC,9,16.81333333,15.06666667,0.896114195,FR,,,,,,,,159388,202498,,2000,RO16
2000653,pm,RO,29,17/04/2000,J,9,0,9,5,4,,1,39V33423,39V37236,2,22/05/2000,11.3,DD,4,17.2625,13.95,0.808110065,FR,,,,,,,,159290,202349,,2000,RO29
2000654,pm,RO,31,18/04/2000,N,10,0,10,5,0,,1,40V96218,37V6260,5,16/05/2000,,,,,,,FR,,,,,,PZ,,159270,202380,PULLI GEROOFD 11 DAGEN,2000,RO31
2000655,pm,RO,8,19/04/2000,J,10,0,10,1,8,,1,39V37385,37V92264,4,25/05/2000,13,TC,8,17.4975,15.9875,0.913701957,FR,,,,,,,,159202,202587,,2000,RO8
2000656,pm,RO,20,13/05/2000,J,7,0,7,0,6,,2,,,,17/06/2000,9.27,FF,6,17.36833333,14.6,0.840610306,FR,2000642,,,,,,,159485,202480,2E BROEDSEL RO 21,2000,RO20
2000661,pm,T,1,3/04/2000,J,12,0,12,0,12,,1,,41V88263,1,11/05/2000,11.53,FF,12,,16.67,,PB,,2000666,,,,,,157164,218164,,2000,T1
2000662,pm,T,A02,8/04/2000,J,8,0,8,4,4,,1,41V88272,41V88273,1,14/05/2000,8.31,FF,8,,16.75,,PB,,,,,,,,157214,218205,,2000,TA02
2000663,pm,T,55,13/04/2000,J,9,0,9,0,8,,1,42V66606,42V66605,2+,20/05/2000,10.04,FF,8,,18.63,,PB,,2000667,,,,,,157271,218005,,2000,T55
2000664,pm,T,58,15/04/2000,N,10,0,10,0,10,,1,,39V37155,1,21/05/2000,9.15,FF,10,,16.6,,PB,,,,,,,,157324,218003,,2000,T58
2000665,pm,T,50,19/04/2000,J,8,4,4,0,3,,1,42V66674,,,24/05/2000,9.29,FF,3,,16.67,,PB,,,,,,,,157277,218061,,2000,T50
2000666,pm,T,A13,13/05/2000,N,10,0,10,3,3,,2,,41V88263,1,20/06/2000,9.32,FF,3,,12.33,,PB,2000661,,,,,,,157217,218127,2E BROEDSEL T 1,2000,TA13
2000667,pm,T,51,25/05/2000,J,6,0,6,6,0,,2,,42V66605,2+,,,,,,,,PB,2000663,,,,,P,,157220,218026,"P DOOD 13D,2E BROED T 55",2000,T51
2000668,pm,T,30,13/06/2000,J,0,0,0,0,0,,0,,42V67575,2+,,,,,,,,PB,,,,,,,,157267,218088,BROEDEND OP 0 EI,2000,T30
2000701,pm,TF,LS271,22/03/2000,N,11,0,11,0,11,,1,41V87539,41V87538,1,30/04/2000,,,,,,,TF,,,,,,,,160217,201797,,2000,TFLS271
2000702,pm,TF,LS217C,25/03/2000,N,11,0,11,0,11,,1,,,,3/05/2000,11,TC,11,,16.55,,TF,,,,,,,,159790,201840,rw=ONGERING,2000,TFLS217C
2000703,pm,TF,HV17A,30/03/2000,N,8,0,8,0,8,,1,,,,7/05/2000,13.4,DD,7,17.25,17.3,1.002898551,TF,,,,,,,,160250,201610,1 PULLUS ONTSNAPT ONGERI,2000,TFHV17A
2000704,pm,TF,BH234C,1/04/2000,N,8,0,8,0,8,,1,41V87551,36V56498,5,7/05/2000,11,TC,8,17.24625,17.025,0.987171124,TF,,2000726,,,,,,160100,203380,,2000,TFBH234C
2000705,pm,TF,LS217G,3/04/2000,N,8,0,8,0,8,,1,,,,9/05/2000,14.45,TC,8,16.515,15.6125,0.94535271,TF,,,,,,,,159780,201890,rw=ONGERING,2000,TFLS217G
2000706,pm,TF,ZH76B,4/04/2000,N,9,0,9,0,9,,1,,,,11/05/2000,14.3,TC,9,17.34222222,16.12222222,0.929651461,TF,,,,,,,,159600,202150,,2000,TFZH76B
2000707,pm,TF,ZB67B,5/04/2000,N,9,0,9,0,9,,1,38V92422,,,12/05/2000,13.15,TC,9,17.43333333,16.35555556,0.938177183,TF,,,,,,,,161370,203710,,2000,TFZB67B
2000708,pm,ZN,TF38,6/04/2000,J,8,0,8,0,8,,1,39V76173,38V92425,4,12/05/2000,11.5,DD,8,17.075,17.1875,1.00658858,FR,,,,,,,,161590,203915,,2000,ZNTF38
2000709,pm,TF,LS217L,6/04/2000,N,10,0,10,0,10,,1,,,,14/05/2000,13.45,TC,10,17.329,16.84,0.971781407,TF,,,,,,,,159842,201998,,2000,TFLS217L
2000710,pm,TF,LS217I,6/04/2000,N,10,0,10,0,10,,1,,,,14/05/2000,14.3,TC,10,17.425,14.56,0.835581062,TF,,,,,,,,159800,201900,rw=ONGERING,2000,TFLS217I
2000711,pm,TF,LWSSC1,7/04/2000,N,9,0,9,0,9,,1,,,,14/05/2000,15.3,TC,9,17.45,16.42222222,0.94110156,TF,,,,,,,,160150,203610,,2000,TFLWSSC1
2000712,pm,TF,BH305A,8/04/2000,N,9,0,9,0,9,,1,39V37215,38V92372,3,15/05/2000,15.4,TC,9,17.57888889,17.18888889,0.977814297,TF,,,,,,,,160625,202830,,2000,TFBH305A
2000713,pm,TF,LS239D,8/04/2000,N,6,0,6,0,6,,1,,,,15/05/2000,14.5,TC,6,,,,TF,,,,,,,,160060,201780,ER ZIJN PULLI ONTSNAPT,2000,TFLS239D
2000714,pm,ZN,TF10,8/04/2000,N,6,0,6,0,6,,1,40V83263,40V96258,2,13/05/2000,13.45,DD,6,17.86166667,17.16666667,0.961089857,FR,,,,,,,,161550,203750,,2000,ZNTF10
2000715,pm,TF,LH148D,8/04/2000,N,5,0,5,0,5,,1,,,,11/05/2000,14,DD,5,17.254,17.582,1.019010085,TF,,,,,,,,159950,202410,,2000,TFLH148D
2000716,pm,TF,LH48B,9/04/2000,N,10,0,10,0,10,,1,,,,17/05/2000,14.2,DD,10,17.971,17.39,0.967670135,TF,,,,,,,,159750,202400,,2000,TFLH48B
2000717,pm,TF,VS46B,9/04/2000,N,9,0,9,0,9,,1,,,,16/05/2000,10,TC,9,17.05333333,15.7,0.920641126,TF,,,,,,,,160700,203965,,2000,TFVS46B
2000718,pm,TF,LS235,10/04/2000,N,5,0,5,0,5,,1,,41V87426,1+,13/05/2000,,,,,,,TF,,,,,,,,159970,201760,,2000,TFLS235
2000719,pm,TF,LH46A,10/04/2000,N,9,0,9,0,9,,1,,,,17/05/2000,14,TC,9,16.78222222,15.87777778,0.946106992,TF,,,,,,,,159710,202360,rm=XXMV,2000,TFLH46A
2000721,pm,TF,LS334C,12/04/2000,N,7,0,7,0,7,,1,,,,17/05/2000,13.15,TC,7,17.73857143,17.38571429,0.980107917,TF,,,,,,,,160564,201924,,2000,TFLS334C
2000722,pm,TF,LH178A,12/04/2000,N,9,0,9,0,9,,1,5573720,,,19/05/2000,11.15,TC,9,16.80555556,16.23333333,0.965950413,TF,,,,,,,,160140,202650,rw=METAAL-R,2000,TFLH178A
2000723,pm,TF,LS207E,14/04/2000,N,4,0,4,0,4,,1,,,,16/05/2000,14.2,TC,4,17.6875,17.3,0.978091873,TF,,,,,,,,159730,201780,,2000,TFLS207E
2000724,pm,TF,VS10A,21/04/2000,N,6,0,6,0,6,,1,,,,25/05/2000,16.1,TC,6,16.97333333,17.01666667,1.002553024,TF,,,,,,,,161470,202510,,2000,TFVS10A
2000725,pm,ZN,TF29,21/04/2000,N,8,2,6,0,4,,1,,37V72829,4,26/05/2000,14.2,TC,4,17.1425,18.225,1.063147149,FR,,,,,,,,161575,203950,,2000,ZNTF29
2000726,pm,TF,BH234D,14/05/2000,N,7,0,7,0,7,,2,41V87551,,,18/06/2000,17.26,FA,7,,17.86,,TF,2000704,,,,,,,160100,203410,2E BROEDSEL TF BH234C,2000,TFBH234D
2000727,pm,TS,20,10/04/2000,J,8,3,5,0,5,,1,41V88297,42V66488,2+,14/05/2000,11.44,FF,5,,17.8,,PB,,,,,,,,,,,2000,TS20
2000728,pm,TS,3,10/04/2000,J,10,0,10,9,0,,1,42V66489,42V66482,1,,,,,,,,PB,,2000736,,,,P,,,,PULLI DOOD 12 DAGEN,2000,TS3
2000730,pm,TS,12,11/04/2000,J,8,0,8,0,8,,1,41V88296,41V88295,1,15/05/2000,12.39,FF,8,,17.63,,PB,,,,,,,,,,,2000,TS12
2000731,pm,TS,1,12/04/2000,J,8,0,8,0,8,,1,41V88293,41V88298,1,19/05/2000,10.25,FF,8,,17.88,,PB,,,,,,,,,,,2000,TS1
2000732,pm,TS,10,14/04/2000,N,8,0,8,0,8,,1,41V88294,41V88299,1,19/05/2000,9.44,FF,8,,17.5,,PB,,,,,,,,,,,2000,TS10
2000733,pm,TS,14,22/04/2000,J,8,0,8,0,8,,1,,39V34844,3,26/05/2000,9.2,FF,8,,14.75,,PB,,,,,,,,,,,2000,TS14
2000734,pm,TS,4,24/04/2000,J,9,2,7,0,6,,1,39V37200,40V97066,2,28/05/2000,9.57,FF,6,,17.33,,PB,,,,,,,,,,,2000,TS4
2000735,pm,TS,9,27/04/2000,N,9,0,9,0,9,,1,40V96419,42V66913,2+,28/05/2000,10.09,FF,9,,15.67,,PB,,,,,,,,,,,2000,TS9
2000736,pm,TS,7,19/05/2000,N,8,0,8,0,5,,4,42V66489,42V66482,1,20/06/2000,10.04,FF,5,,15.8,,PB,2000728,,,,,,,,,VERVOLGLEGSEL TS 3,2000,TS7
2000737,pm,TU,18,28/03/2000,J,11,0,11,11,0,,1,,39V34120,2,,,,,,,,FR,,,,,,P,,160377,203383,PULLI DOOD 6 DAGEN,2000,TU18
2000738,pm,TU,57,29/03/2000,J,10,0,10,0,2,,1,40V96951,40V07593,1,6/05/2000,10.35,DD,2,16.965,15.85,0.934276452,FR,,2000756,,,,,,160712,203123,2 EI TEVEEL,2000,TU57
2000739,pm,TU,63,30/03/2000,J,10,0,10,0,5,,1,,40V07592,1,8/05/2000,9.15,DD,5,15.556,14.24,0.915402417,FR,,,,,,,,160746,203219,,2000,TU63
2000740,pm,TU,34,1/04/2000,J,7,0,7,0,7,,1,40V96820,41V87522,1,9/05/2000,9,DD,7,17.63571429,16.41428571,0.930741191,FR,,2000757,,,,,,160379,203262,,2000,TU34
2000741,pm,TU,25,1/04/2000,J,12,0,12,0,11,,1,39V37571,39V17265,3,13/05/2000,11.55,DD,11,17.69363636,15.97272727,0.90273853,FR,,,,,,,,160470,203238,,2000,TU25
2000742,pm,TU,24,3/04/2000,J,12,0,12,0,10,1,1,40V96901,39V34119,2,12/05/2000,9,DD,10,17.81,15.67,0.879842785,FR,,2000759,,,,,,160462,203263,,2000,TU24
2000743,pm,TU,43,4/04/2000,J,9,1,8,0,7,,1,39V34121,39V36709,1,9/05/2000,10.2,DD,7,17.81571429,16.05714286,0.901290995,FR,,2000758,,,,,,160592,203156,,2000,TU43
2000744,pm,TU,69,4/04/2000,N,9,1,8,0,8,,1,40V96915,39V76935,2,9/05/2000,10.5,DD,8,17.1125,15.3125,0.894813733,FR,,2000760,,,,,,160649,203337,,2000,TU69
2000745,pm,TU,65,5/04/2000,J,10,0,10,0,9,,1,40V96921,39V35500,1,11/05/2000,13.3,JO,9,17.46222222,14.97777778,0.857724612,FR,,,,,,,,160662,203232,,2000,TU65
2000746,pm,TU,28,6/04/2000,N,11,0,11,0,8,,1,40V97336,40V96922,1,13/05/2000,11,DD,8,18.32375,17.0375,0.929804216,FR,,,,,,,,160447,203160,,2000,TU28
2000747,pm,TU,39,6/04/2000,J,10,0,10,10,0,,1,,39V98472,2,,,,,,,,FR,,,,,,P,,160498,203250,PULLI DOOD 4-5 DAGEN,2000,TU39
2000748,pm,TU,30,7/04/2000,J,9,0,9,0,7,,1,38V92583,38V92267,3,14/05/2000,13.5,JO,7,17.50142857,16.88571429,0.964819198,FR,,,,,,,,160410,203169,,2000,TU30
2000749,pm,TU,53,8/04/2000,J,9,0,9,0,9,,1,40V97329,40V97601,1,14/05/2000,14.55,JO,9,17.57,16.41111111,0.934041611,FR,,,,,,,,160805,203096,,2000,TU53
2000750,pm,TU,1,8/04/2000,J,10,0,10,0,10,1,1,39V37229,39V76622,2,13/05/2000,10.3,DD,10,18.429,17.08,0.926800152,FR,,,,,,,,160683,203416,,2000,TU1
2000751,pm,TU,59,8/04/2000,J,9,0,9,0,9,2,1,40V97999,39V37572,2,17/05/2000,13.15,JO,9,17.82777778,17.66666667,0.990962917,FR,,,,,,,,160641,203143,,2000,TU59
2000753,pm,TU,3,11/04/2000,J,10,0,10,0,10,,1,39V34178,39V35629,1,17/05/2000,14.3,JO,10,17.707,16.45,0.929011126,FR,,,,,,,,160574,203445,,2000,TU3
2000754,pm,TU,54,12/04/2000,N,8,0,8,0,8,,1,40V97766,39V98778,1,18/05/2000,11,DD,8,17.855,17.4,0.974516942,FR,,,,,,,,160750,203144,,2000,TU54
2000755,pm,TU,21,17/04/2000,N,7,0,7,0,7,,1,40V97349,39V35585,1,20/05/2000,11.05,DD,7,17.52571429,17.74285714,1.012389958,FR,,,,,,,,160407,203325,,2000,TU21
2000756,pm,TU,48,6/05/2000,N,10,0,10,6,0,,2,40V96951,40V07593,1,,,,,,,,FR,2000738,,,,,P,,160631,203058,"P DOOD 12D,2EBROED TU 57",2000,TU48
2000757,pm,TU,33,13/05/2000,J,8,0,8,5,0,,2,,41V87522,1,,,,,,,,FR,2000740,,,,,P,,160386,203234,"P DOOD 12D,2EBROED TU 34",2000,TU33
2000758,pm,TU,46,18/05/2000,J,5,0,5,0,5,,2,39V34121,39V36709,1,18/06/2000,10.26,FF,5,17.256,15.6,0.90403338,FR,2000743,,,,,,,160596,203095,2E BROEDSEL TU 43,2000,TU46
2000759,pm,TU,8,22/05/2000,J,8,0,8,2,0,,2,40V96901,39V34119,2,24/06/2000,,,,,,,FR,2000742,,,,,P,,160455,203320,"P DOOD 16D,2EBROED TU 24",2000,TU8
2000760,pm,TU,67,25/05/2000,J,5,0,5,1,3,,2,40V96915,39V76935,2,24/06/2000,12.05,FA,3,17.05333333,13.46666667,0.789679437,FR,2000744,,,,,,,160653,203303,2E BROEDSEL TU 69,2000,TU67
2000761,pm,VS,1,31/03/2000,J,9,0,9,0,9,,1,39V17482,40V07242,1,6/05/2000,9.2,DD,9,17.12888889,15.6,0.910742086,FR,,,,,,,,161220,202929,,2000,VS1
2000762,pm,VS,7,7/04/2000,J,9,0,9,0,8,,1,39V35528,40V07223,1,13/05/2000,16.2,DD,8,17.6925,16.9125,0.955913523,FR,,,,,,,,161304,202986,,2000,VS7
2000763,pm,VS,10,9/04/2000,N,11,0,11,0,11,,1,37V73053,39V98420,2,20/05/2000,10.1,TC,11,17.09545455,16.88181818,0.987503324,FR,,,,,,,,161323,202894,,2000,VS10
2000764,pm,VS,5,13/04/2000,J,7,0,7,0,6,,1,39V34200,40V96260,2,17/05/2000,11.55,JO,6,17.27666667,16.16666667,0.935751495,FR,,,,,,,,161273,202940,,2000,VS5
2000765,pm,VS,2,18/04/2000,J,8,0,8,0,8,,1,41V87635,40V07525,1,21/05/2000,13.2,TC,8,17.215,16.6625,0.967905896,FR,,,,,,,,161225,202880,,2000,VS2
2000766,pm,ZN,16,30/03/2000,J,8,0,8,0,7,,1,39V36842,39V76960,2,6/05/2000,14.3,DD,7,,16.73,,FR,,,,,,,,161632,203884,,2000,ZN16
2000767,pm,ZN,10,3/04/2000,N,10,4,6,1,4,,1,39V34036,39V37241,2,8/05/2000,13,DD,4,17.89,18.1,1.011738401,FR,,2000774,,,,,,161654,203751,,2000,ZN10
2000768,pm,ZN,18,8/04/2000,J,8,0,8,0,8,4,1,39V37346,40V96194,2,17/05/2000,11.05,JO,8,17.275,15.9625,0.924023155,FR,,,,,,,,161644,203857,,2000,ZN18
2000769,pm,ZN,1,9/04/2000,N,8,1,7,0,7,4,1,40V83165,40V97809,1,16/05/2000,11.1,EM,7,17.85285714,17.4,0.974633912,FR,,,,,,,,161642,203810,,2000,ZN1
2000770,pm,ZN,6,11/04/2000,J,7,0,7,0,7,,1,37V72714,40V83296,1,14/05/2000,12.47,EM,7,17.47428571,18.25428571,1.044637018,FR,,,,,,,,161551,203774,,2000,ZN6
2000771,pm,ZN,15,17/04/2000,J,4,0,4,0,4,,1,38V92433,,,17/05/2000,11.2,JO,4,17.555,17.35,0.988322415,FR,,,,,,,,161614,203873,,2000,ZN15
2000772,pm,ZN,4,18/04/2000,N,8,0,8,0,6,,1,39V34042,39V34385,3,20/05/2000,12.45,TC,6,17.59,17.25,0.980670836,FR,,,,,,,,161569,203816,,2000,ZN4
2000773,pm,ZN,13,23/04/2000,J,9,3,6,0,6,,1,40V07250,42V66180,1,26/05/2000,14.4,TC,6,17.36666667,17.86666667,1.028790787,FR,,,,,,,,161596,203840,,2000,ZN13
2000774,pm,ZN,9,8/05/2000,J,9,7,2,0,2,,2,39V34036,39V37241,2,12/06/2000,10.24,FF,2,17.675,18,1.018387553,FR,2000767,,,,,,,161618,203752,2E BROEDSEL ZN 10,2000,ZN9
2000775,pm,ZW,6,7/04/2000,N,8,0,8,0,8,,1,40V07255,40V97668,1,13/05/2000,14.45,DD,8,17.6325,16.5125,0.93648093,FR,,2000777,,,,,,161413,203975,,2000,ZW6
2000776,pm,ZW,3,17/04/2000,N,9,1,8,0,7,,1,37V5730,36V81307,5,20/05/2000,11.3,TC,7,17.57428571,17.04285714,0.969761014,FR,,,,,,,,161405,203907,,2000,ZW3
2000777,pm,ZW,6,19/05/2000,J,5,0,5,0,3,,2,,40V97668,1,21/06/2000,11.42,FF,3,17.03,14.86666667,0.87296927,FR,2000775,,,,,,,161413,203975,2E BROEDSEL ZW 6,2000,ZW6
2000778,pm,ZZ,79,27/03/2000,N,9,0,9,0,7,1,1,39V98847,39V76824,2,6/05/2000,13.3,DD,7,,16.86,,FR,,2000811,,,,,,161568,203577,,2000,ZZ79
2000779,pm,ZZ,90,4/04/2000,N,11,0,11,0,11,,1,38V87986,39V34371,3,12/05/2000,10.05,EM,11,17.56454545,16.65454545,0.948191087,FR,,2000813,,,,,,161397,203617,,2000,ZZ90
2000780,pm,ZZ,27,4/04/2000,N,10,2,8,0,6,,1,39V76232,25V57196,3,13/05/2000,12.2,JO,6,17.00833333,14.8,0.870161685,FR,,2000812,,,,,,161431,203338,,2000,ZZ27
2000781,pm,ZZ,88,5/04/2000,N,10,0,10,1,7,,1,,38V72106,3,13/05/2000,13.3,JO,7,17.72428571,15.01428571,0.847102442,FR,,,,,,,,161468,203551,,2000,ZZ88
2000782,pm,ZZ,60,5/04/2000,J,8,1,7,0,6,,1,40V07534,40V97653,1,12/05/2000,10.32,EM,6,17.66666667,16.3,0.922641509,FR,,,,,,,,161491,203432,,2000,ZZ60
2000783,pm,ZZ,40,5/04/2000,J,10,0,10,0,9,,1,39V34150,39V36708,1,12/05/2000,10.55,EM,9,17.73555556,17.03333333,0.960405964,FR,,,,,,,,161320,203432,1 EI TEVEEL,2000,ZZ40
2000784,pm,ZZ,12,5/04/2000,N,11,0,11,0,8,,1,39V17074,39V76236,2,12/05/2000,11.3,EM,8,17.655,17.7375,1.004672897,FR,,,,,,,,161590,203329,,2000,ZZ12
2000785,pm,ZZ,25,5/04/2000,J,10,1,9,0,9,,1,40V07676,39V37239,2,14/05/2000,11.05,EM,9,16.71444444,15.93333333,0.9532673,FR,,,,,,,,161482,203299,,2000,ZZ25
2000786,pm,ZZ,94,6/04/2000,J,9,1,8,0,8,,1,38V87969,39V35361,3,13/05/2000,9.5,JO,8,17.89125,16.5125,0.92293719,FR,,,,,,,,161613,203556,,2000,ZZ94
2000787,pm,ZZ,81,6/04/2000,N,10,0,10,0,6,,1,37V5707,39V76896,2,12/05/2000,9.25,EM,6,17.86166667,16.76666667,0.93869553,FR,,,,,,,,161513,203566,,2000,ZZ81
2000788,pm,ZZ,6,6/04/2000,N,10,0,10,0,9,,1,39V37001,39V76906,2,14/05/2000,10.09,EM,9,17.90777778,17.15555556,0.957994664,FR,,,,,,,,161676,203437,,2000,ZZ6
2000789,pm,ZZ,3,7/04/2000,J,7,0,7,0,7,,1,39V17049,40V83180,1,10/05/2000,9.55,DD,7,17.44714286,16.25,0.93138459,FR,,,,,,,,161688,203530,,2000,ZZ3
2000790,pm,ZZ,21,8/04/2000,N,9,0,9,0,9,3,1,40V83143,38V92622,4,15/05/2000,9.5,JO,9,17.47666667,17.11111111,0.979083222,FR,,,,,,,,161518,203342,,2000,ZZ21
2000791,pm,ZZ,84,8/04/2000,N,12,0,12,0,10,2,1,41V87412,39V17473,3,17/05/2000,10.2,JO,10,17.048,15.92,0.933833881,FR,,,,,,,,161485,203606,,2000,ZZ84
2000792,pm,ZZ,52,8/04/2000,N,11,0,11,11,0,,1,,41V87601,1,,,,,,,,FR,,,,,,PZ,,161416,203510,"PULLI STERVEND 1 DAG,WEG",2000,ZZ52
2000793,pm,ZZ,71,9/04/2000,J,11,0,11,0,10,6,1,41V87530,39V76256,2,21/05/2000,14,TC,10,16.661,16.17,0.97052998,FR,,,,,,,,161588,203418,,2000,ZZ71
2000794,pm,ZZ,69,9/04/2000,N,10,0,10,0,6,4,1,37V6695,39V35362,3,16/05/2000,11.3,DD,6,17.46833333,15.96666667,0.91403492,FR,,,,,,,,161557,203441,,2000,ZZ69
2000795,pm,ZZ,30,9/04/2000,J,9,1,8,0,8,,1,40V07532,39V37238,2,15/05/2000,11,JO,8,16.69625,15.85,0.949314966,FR,,,,,,,,161411,203394,,2000,ZZ30
2000796,pm,ZZ,10,9/04/2000,J,7,0,7,0,7,,1,38V92330,37V73057,4,14/05/2000,10.31,EM,7,18.11714286,17.5,0.965935972,FR,,,,,,,,161626,203348,,2000,ZZ10
2000797,pm,ZZ,36,10/04/2000,J,8,0,8,0,8,2,1,39V37002,38V92466,4,16/05/2000,10.35,DD,8,17.74375,17.2125,0.97005988,FR,,,,,,,,161328,203495,,2000,ZZ36
2000798,pm,ZZ,4,10/04/2000,N,10,0,10,0,8,,1,37V73885,39V17017,3,16/05/2000,11.55,EM,8,17.595,17.25,0.980392157,FR,,,,,,,,161670,203493,,2000,ZZ4
2000800,pm,ZZ,31,11/04/2000,N,10,1,9,0,9,1,1,4153959,39V37555,2,17/05/2000,9.5,JO,9,17.14444444,15.81111111,0.922229423,FR,,,,,,,,161387,203416,,2000,ZZ31
2000801,pm,ZZ,85,12/04/2000,N,8,0,8,0,7,,1,39V76203,39V76492,2,16/05/2000,9.3,DD,7,17.4,16.41428571,0.943349754,FR,,,,,,,,161454,203610,,2000,ZZ85
2000802,pm,ZZ,78,12/04/2000,N,9,0,9,0,7,4,1,39V76205,37V6741,5,19/05/2000,12.2,EM,7,17.79857143,18.15714286,1.020146079,FR,,,,,,,,161593,203572,,2000,ZZ78
2000803,pm,ZZ,48,12/04/2000,N,9,0,9,0,7,,1,39V17617,39V35399,3,16/05/2000,10.1,DD,7,17.91714286,16.47142857,0.919311115,FR,,,,,,,,161406,203561,,2000,ZZ48
2000804,pm,ZZ,24,13/04/2000,N,11,0,11,6,4,,1,41V87834,39V76347,2,19/05/2000,13.3,EM,4,17.265,13.6,0.787720822,FR,,,,,,,,161502,203298,,2000,ZZ24
